# Wavelength (A)     Intensity in channel 1     Intensity in channel 2     Intensity in channel 3
7007.340775     126.718000     87.743600     93.717900
7012.859775     122.128000     85.589700     91.435900
7018.378775     121.718000     83.794900     90.153800
7023.897775     123.385000     85.435900     92.384600
7029.416775     120.231000     84.384600     92.769200
7034.935775     121.795000     87.076900     93.512800
7040.454775     121.821000     87.410300     91.769200
7045.973775     121.051000     82.666700     85.948700
7051.492775     123.333000     83.230800     85.589700
7057.011775     127.103000     84.820500     86.384600
7062.530775     126.308000     84.974400     88.359000
7068.049775     125.872000     84.307700     89.615400
7073.568775     126.846000     85.410300     90.000000
7079.087775     125.026000     85.282100     89.282100
7084.606775     121.718000     84.128200     86.461500
7090.125775     124.385000     87.487200     89.589700
7095.644775     125.154000     87.000000     92.282100
7101.163775     123.205000     83.974400     89.025600
7106.682775     121.385000     81.230800     88.153800
7112.201775     124.667000     83.512800     89.307700
7117.720775     124.051000     83.307700     90.410300
7123.239775     122.128000     84.333300     92.256400
7128.758775     119.103000     84.435900     91.923100
7134.277775     113.615000     80.974400     86.435900
7139.796775     119.359000     85.025600     90.000000
7145.315775     118.718000     82.871800     89.923100
7150.834775     115.846000     82.025600     89.410300
7156.353775     118.564000     86.205100     91.692300
7161.872775     116.641000     86.051300     92.769200
7167.391775     116.564000     85.820500     94.384600
7172.910775     114.333000     84.717900     95.076900
7178.429775     116.974000     84.589700     92.487200
7183.948775     119.897000     86.692300     92.948700
7189.467775     122.282000     87.384600     93.384600
7194.986775     121.077000     85.487200     92.384600
7200.505775     122.077000     86.974400     94.102600
7206.024775     122.538000     89.487200     93.538500
7211.543775     120.103000     86.948700     88.512800
7217.062775     116.923000     83.000000     86.692300
7222.581775     123.000000     85.615400     89.025600
7228.100775     125.462000     88.025600     90.846200
7233.619775     127.641000     89.025600     92.000000
7239.138775     124.282000     87.282100     90.692300
7244.657775     121.667000     88.512800     90.846200
